# MeCab-Ko 신조어 사전 (2018-2024)
# 형식: 표면형,좌ID,우ID,비용,품사,분류,종류,활용형,조합읽기,원형,읽기,타입
# 품사: NNP(고유명사), NNG(일반명사), VV(동사), VA(형용사), MAG(일반부사)
# 비용: 낮을수록 우선순위 높음 (기본값: 0)
#
# === IT/기술 용어 (2018-2024) ===
챗GPT,0,0,0,NNP,*,*,*,챗지피티,챗GPT,챗지피티,*
ChatGPT,0,0,0,NNP,*,*,*,챗지피티,ChatGPT,챗지피티,*
지피티,0,0,0,NNP,*,*,*,지피티,지피티,지피티,*
메타버스,0,0,0,NNG,*,*,*,메타버스,메타버스,메타버스,*
NFT,0,0,0,NNG,*,*,*,엔에프티,NFT,엔에프티,*
엔에프티,0,0,0,NNG,*,*,*,엔에프티,엔에프티,엔에프티,*
블록체인,0,0,0,NNG,*,*,*,블록체인,블록체인,블록체인,*
비트코인,0,0,0,NNP,*,*,*,비트코인,비트코인,비트코인,*
이더리움,0,0,0,NNP,*,*,*,이더리움,이더리움,이더리움,*
디파이,0,0,0,NNG,*,*,*,디파이,디파이,디파이,*
웹3,0,0,0,NNG,*,*,*,웹쓰리,웹3,웹쓰리,*
클라우드,0,0,0,NNG,*,*,*,클라우드,클라우드,클라우드,*
엣지컴퓨팅,0,0,0,NNG,*,*,*,엣지컴퓨팅,엣지컴퓨팅,엣지컴퓨팅,*
생성AI,0,0,0,NNG,*,*,*,생성에이아이,생성AI,생성에이아이,*
생성형AI,0,0,0,NNG,*,*,*,생성형에이아이,생성형AI,생성형에이아이,*
LLM,0,0,0,NNG,*,*,*,엘엘엠,LLM,엘엘엠,*
프롬프트,0,0,0,NNG,*,*,*,프롬프트,프롬프트,프롬프트,*
파인튜닝,0,0,0,NNG,*,*,*,파인튜닝,파인튜닝,파인튜닝,*
임베딩,0,0,0,NNG,*,*,*,임베딩,임베딩,임베딩,*
트랜스포머,0,0,0,NNG,*,*,*,트랜스포머,트랜스포머,트랜스포머,*
#
# === 사회/문화 용어 ===
MZ세대,0,0,0,NNG,*,*,*,엠제트세대,MZ세대,엠제트세대,*
엠제트,0,0,0,NNG,*,*,*,엠제트,엠제트,엠제트,*
밀레니얼,0,0,0,NNG,*,*,*,밀레니얼,밀레니얼,밀레니얼,*
잘파세대,0,0,0,NNG,*,*,*,잘파세대,잘파세대,잘파세대,*
