나가,0,0,-500,NNG+JKS,*,F,나가,Inflect,NNG,JKS,나/NNG/*+가/JKS/*
나를,0,0,-500,NNG+JKO,*,T,나를,Inflect,NNG,JKO,나/NNG/*+를/JKO/*
나는,0,0,-500,NNG+JX,*,T,나는,Inflect,NNG,JX,나/NNG/*+는/JX/*
나도,0,0,-500,NNG+JX,*,F,나도,Inflect,NNG,JX,나/NNG/*+도/JX/*
나만,0,0,-500,NNG+JX,*,T,나만,Inflect,NNG,JX,나/NNG/*+만/JX/*
나에,0,0,-500,NNG+JKB,*,F,나에,Inflect,NNG,JKB,나/NNG/*+에/JKB/*
나에서,0,0,-500,NNG+JKB,*,F,나에서,Inflect,NNG,JKB,나/NNG/*+에서/JKB/*
나로,0,0,-500,NNG+JKB,*,F,나로,Inflect,NNG,JKB,나/NNG/*+로/JKB/*
나의,0,0,-500,NNG+JKG,*,F,나의,Inflect,NNG,JKG,나/NNG/*+의/JKG/*
나와,0,0,-500,NNG+JC,*,F,나와,Inflect,NNG,JC,나/NNG/*+와/JC/*
너가,0,0,-500,NNG+JKS,*,F,너가,Inflect,NNG,JKS,너/NNG/*+가/JKS/*
너를,0,0,-500,NNG+JKO,*,T,너를,Inflect,NNG,JKO,너/NNG/*+를/JKO/*
너는,0,0,-500,NNG+JX,*,T,너는,Inflect,NNG,JX,너/NNG/*+는/JX/*
너도,0,0,-500,NNG+JX,*,F,너도,Inflect,NNG,JX,너/NNG/*+도/JX/*
너만,0,0,-500,NNG+JX,*,T,너만,Inflect,NNG,JX,너/NNG/*+만/JX/*
너에,0,0,-500,NNG+JKB,*,F,너에,Inflect,NNG,JKB,너/NNG/*+에/JKB/*
너에서,0,0,-500,NNG+JKB,*,F,너에서,Inflect,NNG,JKB,너/NNG/*+에서/JKB/*
너로,0,0,-500,NNG+JKB,*,F,너로,Inflect,NNG,JKB,너/NNG/*+로/JKB/*
너의,0,0,-500,NNG+JKG,*,F,너의,Inflect,NNG,JKG,너/NNG/*+의/JKG/*
너와,0,0,-500,NNG+JC,*,F,너와,Inflect,NNG,JC,너/NNG/*+와/JC/*
저가,0,0,-500,NNG+JKS,*,F,저가,Inflect,NNG,JKS,저/NNG/*+가/JKS/*
저를,0,0,-500,NNG+JKO,*,T,저를,Inflect,NNG,JKO,저/NNG/*+를/JKO/*
저는,0,0,-500,NNG+JX,*,T,저는,Inflect,NNG,JX,저/NNG/*+는/JX/*
저도,0,0,-500,NNG+JX,*,F,저도,Inflect,NNG,JX,저/NNG/*+도/JX/*
저만,0,0,-500,NNG+JX,*,T,저만,Inflect,NNG,JX,저/NNG/*+만/JX/*
저에,0,0,-500,NNG+JKB,*,F,저에,Inflect,NNG,JKB,저/NNG/*+에/JKB/*
저에서,0,0,-500,NNG+JKB,*,F,저에서,Inflect,NNG,JKB,저/NNG/*+에서/JKB/*
저로,0,0,-500,NNG+JKB,*,F,저로,Inflect,NNG,JKB,저/NNG/*+로/JKB/*
저의,0,0,-500,NNG+JKG,*,F,저의,Inflect,NNG,JKG,저/NNG/*+의/JKG/*
저와,0,0,-500,NNG+JC,*,F,저와,Inflect,NNG,JC,저/NNG/*+와/JC/*
우리가,0,0,-500,NNG+JKS,*,F,우리가,Inflect,NNG,JKS,우리/NNG/*+가/JKS/*
우리를,0,0,-500,NNG+JKO,*,T,우리를,Inflect,NNG,JKO,우리/NNG/*+를/JKO/*
우리는,0,0,-500,NNG+JX,*,T,우리는,Inflect,NNG,JX,우리/NNG/*+는/JX/*
우리도,0,0,-500,NNG+JX,*,F,우리도,Inflect,NNG,JX,우리/NNG/*+도/JX/*
우리만,0,0,-500,NNG+JX,*,T,우리만,Inflect,NNG,JX,우리/NNG/*+만/JX/*
우리에,0,0,-500,NNG+JKB,*,F,우리에,Inflect,NNG,JKB,우리/NNG/*+에/JKB/*
우리에서,0,0,-500,NNG+JKB,*,F,우리에서,Inflect,NNG,JKB,우리/NNG/*+에서/JKB/*
우리로,0,0,-500,NNG+JKB,*,F,우리로,Inflect,NNG,JKB,우리/NNG/*+로/JKB/*
우리의,0,0,-500,NNG+JKG,*,F,우리의,Inflect,NNG,JKG,우리/NNG/*+의/JKG/*
우리와,0,0,-500,NNG+JC,*,F,우리와,Inflect,NNG,JC,우리/NNG/*+와/JC/*
그가,0,0,-500,NNG+JKS,*,F,그가,Inflect,NNG,JKS,그/NNG/*+가/JKS/*
그를,0,0,-500,NNG+JKO,*,T,그를,Inflect,NNG,JKO,그/NNG/*+를/JKO/*
그는,0,0,-500,NNG+JX,*,T,그는,Inflect,NNG,JX,그/NNG/*+는/JX/*
그도,0,0,-500,NNG+JX,*,F,그도,Inflect,NNG,JX,그/NNG/*+도/JX/*
그만,0,0,-500,NNG+JX,*,T,그만,Inflect,NNG,JX,그/NNG/*+만/JX/*
그에,0,0,-500,NNG+JKB,*,F,그에,Inflect,NNG,JKB,그/NNG/*+에/JKB/*
그에서,0,0,-500,NNG+JKB,*,F,그에서,Inflect,NNG,JKB,그/NNG/*+에서/JKB/*
그로,0,0,-500,NNG+JKB,*,F,그로,Inflect,NNG,JKB,그/NNG/*+로/JKB/*
그의,0,0,-500,NNG+JKG,*,F,그의,Inflect,NNG,JKG,그/NNG/*+의/JKG/*
그와,0,0,-500,NNG+JC,*,F,그와,Inflect,NNG,JC,그/NNG/*+와/JC/*
이것이,0,0,-500,NNG+JKS,*,F,이것이,Inflect,NNG,JKS,이것/NNG/*+이/JKS/*
이것을,0,0,-500,NNG+JKO,*,T,이것을,Inflect,NNG,JKO,이것/NNG/*+을/JKO/*
이것은,0,0,-500,NNG+JX,*,T,이것은,Inflect,NNG,JX,이것/NNG/*+은/JX/*
이것도,0,0,-500,NNG+JX,*,F,이것도,Inflect,NNG,JX,이것/NNG/*+도/JX/*
이것만,0,0,-500,NNG+JX,*,T,이것만,Inflect,NNG,JX,이것/NNG/*+만/JX/*
이것에,0,0,-500,NNG+JKB,*,F,이것에,Inflect,NNG,JKB,이것/NNG/*+에/JKB/*
