原村,1293,1293,8684,名詞,固有名詞,地域,一般,*,*,原村,ハラムラ,ハラムラ
大倉谷地,1293,1293,8676,名詞,固有名詞,地域,一般,*,*,大倉谷地,オオクラヤチ,オークラヤチ
駒ケ崎,1293,1293,8676,名詞,固有名詞,地域,一般,*,*,駒ケ崎,コマガサキ,コマガサキ
里本江,1293,1293,8676,名詞,固有名詞,地域,一般,*,*,里本江,サトホンゴ,サトホンゴ
生野,1293,1293,6766,名詞,固有名詞,地域,一般,*,*,生野,イクノ,イクノ
生野,1293,1293,9620,名詞,固有名詞,地域,一般,*,*,生野,イカノ,イカノ
生野,1293,1293,9620,名詞,固有名詞,地域,一般,*,*,生野,ショウノ,ショーノ
菱刈,1293,1293,8675,名詞,固有名詞,地域,一般,*,*,菱刈,ヒシカリ,ヒシカリ
津之江,1293,1293,8676,名詞,固有名詞,地域,一般,*,*,津之江,ツノエ,ツノエ
本牧間門,1293,1293,8676,名詞,固有名詞,地域,一般,*,*,本牧間門,ホンモクマカド,ホンモクマカド
回田,1293,1293,8676,名詞,固有名詞,地域,一般,*,*,回田,メグリタ,メグリタ
スズラン高原,1293,1293,4726,名詞,固有名詞,地域,一般,*,*,スズラン高原,スズランコウゲン,スズランコーゲン
南垂坂,1293,1293,8676,名詞,固有名詞,地域,一般,*,*,南垂坂,ミナミタルサカ,ミナミタルサカ
三ツ又,1293,1293,8095,名詞,固有名詞,地域,一般,*,*,三ツ又,ミツマタ,ミツマタ
赤瀬川,1293,1293,8676,名詞,固有名詞,地域,一般,*,*,赤瀬川,アカセガワ,アカセガワ
南川原,1293,1293,8670,名詞,固有名詞,地域,一般,*,*,南川原,ミナミカワラ,ミナミカワラ
永興,1293,1293,8676,名詞,固有名詞,地域,一般,*,*,永興,リョウゴ,リョーゴ
北苅,1293,1293,8676,名詞,固有名詞,地域,一般,*,*,北苅,キタカリ,キタカリ
桂上野中,1293,1293,8676,名詞,固有名詞,地域,一般,*,*,桂上野中,カツラカミノナカ,カツラカミノナカ
茂尻新,1293,1293,8676,名詞,固有名詞,地域,一般,*,*,茂尻新,モジリシン,モジリシン
