가,0,0,0,NP,*,F,가,*,*,*,*
각각,0,0,0,NP,*,T,각각,*,*,*,*
각자,0,0,0,NP,*,F,각자,*,*,*,*
개,0,0,0,NP,*,F,개,*,*,*,*
갸,0,0,0,NP,*,F,갸,*,*,*,*
걔,0,0,0,NP,*,F,걔,*,*,*,*
걔네,0,0,0,NP,*,F,걔네,*,*,*,*
거,0,0,0,NP,*,F,거,*,*,*,*
거것,0,0,0,NP,*,T,거것,*,*,*,*
거그,0,0,0,NP,*,F,거그,*,*,*,*
거기,0,0,0,NP,*,F,거기,*,*,*,*
거시기,0,0,0,NP,*,F,거시기,*,*,*,*
것,0,0,0,NP,*,T,것,*,*,*,*
게,0,0,0,NP,*,F,게,*,*,*,*
경,0,0,0,NP,*,T,경,*,*,*,*
고,0,0,0,NP,*,F,고,*,*,*,*
고개,0,0,0,NP,*,F,고개,*,*,*,*
고거,0,0,0,NP,*,F,고거,*,*,*,*
고것,0,0,0,NP,*,T,고것,*,*,*,*
고게,0,0,0,NP,*,F,고게,*,*,*,*
고곳,0,0,0,NP,*,T,고곳,*,*,*,*
고기,0,0,0,NP,*,F,고기,*,*,*,*
고녀석,0,0,0,NP,*,T,고녀석,*,*,*,*
고년,0,0,0,NP,*,T,고년,*,*,*,*
고놈,0,0,0,NP,*,T,고놈,*,*,*,*
고따위,0,0,0,NP,*,F,고따위,*,*,*,*
고쪽,0,0,0,NP,*,T,고쪽,*,*,*,*
공,0,0,0,NP,*,T,공,*,*,*,*
과인,0,0,0,NP,*,T,과인,*,*,*,*
국토지기,0,0,0,NP,*,F,국토지기,*,*,*,*
군,0,0,0,NP,*,T,군,*,*,*,*
궐녀,0,0,0,NP,*,F,궐녀,*,*,*,*
궐자,0,0,0,NP,*,F,궐자,*,*,*,*
귀공,0,0,0,NP,*,T,귀공,*,*,*,*
귀관,0,0,0,NP,*,T,귀관,*,*,*,*
귀군,0,0,0,NP,*,T,귀군,*,*,*,*
귀하,0,0,0,NP,*,F,귀하,*,*,*,*
귀형,0,0,0,NP,*,T,귀형,*,*,*,*
그,0,0,0,NP,*,F,그,*,*,*,*
그거,0,0,0,NP,*,F,그거,*,*,*,*
그것,0,0,0,NP,*,T,그것,*,*,*,*
그게,0,0,0,NP,*,F,그게,*,*,*,*
그곳,0,0,0,NP,*,T,그곳,*,*,*,*
그그서,0,0,0,NP,*,F,그그서,*,*,*,*
그기,0,0,0,NP,*,F,그기,*,*,*,*
그날,0,0,0,NP,*,T,그날,*,*,*,*
그네,0,0,0,NP,*,F,그네,*,*,*,*
그녀,0,0,0,NP,*,F,그녀,*,*,*,*
그녀석,0,0,0,NP,*,T,그녀석,*,*,*,*
그년,0,0,0,NP,*,T,그년,*,*,*,*
그놈,0,0,0,NP,*,T,그놈,*,*,*,*
그눔,0,0,0,NP,*,T,그눔,*,*,*,*
그니,0,0,0,NP,*,F,그니,*,*,*,*
그대,0,0,0,NP,*,F,그대,*,*,*,*
그들,0,0,0,NP,*,T,그들,*,*,*,*
그따위,0,0,0,NP,*,F,그따위,*,*,*,*
그때,0,0,0,NP,*,F,그때,*,*,*,*
