ᆫ들,0,0,0,JX,*,T,ᆫ들,*,*,*,*
ᆫ커녕,0,0,0,JX,*,T,ᆫ커녕,*,*,*,*
ᆯ더러,0,0,0,JKB,*,F,ᆯ더러,*,*,*,*
ᆯ랑,0,0,0,JX,*,T,ᆯ랑,*,*,*,*
ᆯ로,0,0,0,JKB,*,F,ᆯ로,*,*,*,*
ᆯ루,0,0,0,JKB,*,F,ᆯ루,*,*,*,*
ᆯ보고,0,0,0,JKB,*,F,ᆯ보고,*,*,*,*
ㄴ들,0,0,0,JKB,*,T,ㄴ들,*,*,*,*
ㄴ들,0,0,0,JX,*,T,ㄴ들,*,*,*,*
ㄴ즉,0,0,0,JX,*,T,ㄴ즉,*,*,*,*
ㄴ즉슨,0,0,0,JX,*,T,ㄴ즉슨,*,*,*,*
ㄴ커녕,0,0,0,JX,*,T,ㄴ커녕,*,*,*,*
ㄹ,0,0,0,JKO,*,F,ㄹ,*,*,*,*
ㄹ,0,0,0,JKQ,*,F,ㄹ,*,*,*,*
ㄹ,0,0,0,JX,*,F,ㄹ,*,*,*,*
ㄹ,0,0,0,JKB,*,F,ㄹ,*,*,*,*
ㄹ게요,0,0,0,JX,*,F,ㄹ게요,*,*,*,*
ㄹ더러,0,0,0,JKB,*,F,ㄹ더러,*,*,*,*
ㄹ랑,0,0,0,JX,*,T,ㄹ랑,*,*,*,*
ㄹ로,0,0,0,JKB,*,F,ㄹ로,*,*,*,*
ㄹ로부터,0,0,0,JKB,*,F,ㄹ로부터,*,*,*,*
ㄹ로써,0,0,0,JKB,*,F,ㄹ로써,*,*,*,*
ㄹ루,0,0,0,JKB,*,F,ㄹ루,*,*,*,*
ㅓ도,0,0,0,JX,*,F,ㅓ도,*,*,*,*
ㅕ두,0,0,0,JX,*,F,ㅕ두,*,*,*,*
ㅕ서,0,0,0,JKB,*,F,ㅕ서,*,*,*,*
가,0,0,0,JX,*,F,가,*,*,*,*
가,0,0,0,JKS,*,F,가,*,*,*,*
가,0,0,0,JKC,*,F,가,*,*,*,*
가정,0,0,0,JX,*,T,가정,*,*,*,*
가지,0,0,0,JX,*,F,가지,*,*,*,*
가지고,0,0,0,JKB,*,F,가지고,*,*,*,*
간이,0,0,0,JKB,*,F,간이,*,*,*,*
갓치,0,0,0,JKB,*,F,갓치,*,*,*,*
갖고,0,0,0,JKB,*,F,갖고,*,*,*,*
같이,0,0,0,JKB,*,F,같이,*,*,*,*
거나,0,0,0,JKB,*,F,거나,*,*,*,*
거나,0,0,0,JC,*,F,거나,*,*,*,*
거나,0,0,0,JX,*,F,거나,*,*,*,*
거냐,0,0,0,JX,*,F,거냐,*,*,*,*
거든요,0,0,0,JX,*,F,거든요,*,*,*,*
건,0,0,0,JX,*,T,건,*,*,*,*
겉이,0,0,0,JKB,*,F,겉이,*,*,*,*
게,0,0,0,JKB,*,F,게,*,*,*,*
게,0,0,0,JKS,*,F,게,*,*,*,*
게서,0,0,0,JKB,*,F,게서,*,*,*,*
게에,0,0,0,JKB,*,F,게에,*,*,*,*
고,0,0,0,JKQ,*,F,고,*,*,*,*
고,0,0,0,JC,*,F,고,*,*,*,*
고,0,0,0,JX,*,F,고,*,*,*,*
과,0,0,0,JKS,*,F,과,*,*,*,*
과,0,0,0,JKG,*,F,과,*,*,*,*
과,0,0,0,JKB,*,F,과,*,*,*,*
과,0,0,0,JC,*,F,과,*,*,*,*
그래,0,0,0,JX,*,F,그래,*,*,*,*
그랴,0,0,0,JX,*,F,그랴,*,*,*,*
그려,0,0,0,JX,*,F,그려,*,*,*,*
그리구,0,0,0,JC,*,F,그리구,*,*,*,*
까자,0,0,0,JX,*,F,까자,*,*,*,*
까장,0,0,0,JX,*,T,까장,*,*,*,*
까정,0,0,0,JX,*,T,까정,*,*,*,*
까지,0,0,0,JX,*,F,까지,*,*,*,*
까지,0,0,0,JKB,*,F,까지,*,*,*,*
까지,0,0,0,JKS,*,F,까지,*,*,*,*
깨나,0,0,0,JX,*,F,깨나,*,*,*,*
꺼정,0,0,0,JX,*,T,꺼정,*,*,*,*
꺼정두,0,0,0,JX,*,F,꺼정두,*,*,*,*
꺼지,0,0,0,JX,*,F,꺼지,*,*,*,*
께,0,0,0,JX,*,F,께,*,*,*,*
께,0,0,0,JKB,*,F,께,*,*,*,*
께로,0,0,0,JKB,*,F,께로,*,*,*,*
께서,0,0,0,JKB,*,F,께서,*,*,*,*
께서,0,0,0,JKS,*,F,께서,*,*,*,*
