가,0,0,0,XPN,*,F,가,*,*,*,*
개,0,0,0,XPN,*,F,개,*,*,*,*
건,0,0,0,XPN,*,T,건,*,*,*,*
고,0,0,0,XPN,*,F,고,*,*,*,*
공,0,0,0,XPN,*,T,공,*,*,*,*
과,0,0,0,XPN,*,F,과,*,*,*,*
구,0,0,0,XPN,*,F,구,*,*,*,*
급,0,0,0,XPN,*,T,급,*,*,*,*
날,0,0,0,XPN,*,T,날,*,*,*,*
남,0,0,0,XPN,*,T,남,*,*,*,*
냉,0,0,0,XPN,*,T,냉,*,*,*,*
네,0,0,0,XPN,*,F,네,*,*,*,*
노,0,0,0,XPN,*,F,노,*,*,*,*
늦,0,0,0,XPN,*,T,늦,*,*,*,*
다,0,0,0,XPN,*,F,다,*,*,*,*
단,0,0,0,XPN,*,T,단,*,*,*,*
대,0,0,0,XPN,*,F,대,*,*,*,*
덧,0,0,0,XPN,*,T,덧,*,*,*,*
맏,0,0,0,XPN,*,T,맏,*,*,*,*
맞,0,0,0,XPN,*,T,맞,*,*,*,*
맨,0,0,0,XPN,*,T,맨,*,*,*,*
명,0,0,0,XPN,*,T,명,*,*,*,*
몰,0,0,0,XPN,*,T,몰,*,*,*,*
무,0,0,0,XPN,*,F,무,*,*,*,*
미,0,0,0,XPN,*,F,미,*,*,*,*
민,0,0,0,XPN,*,T,민,*,*,*,*
반,0,0,0,XPN,*,T,반,*,*,*,*
범,0,0,0,XPN,*,T,범,*,*,*,*
별,0,0,0,XPN,*,T,별,*,*,*,*
본,0,0,0,XPN,*,T,본,*,*,*,*
부,0,0,0,XPN,*,F,부,*,*,*,*
불,0,0,0,XPN,*,T,불,*,*,*,*
비,0,0,0,XPN,*,F,비,*,*,*,*
사,0,0,0,XPN,*,F,사,*,*,*,*
새,0,0,0,XPN,*,F,새,*,*,*,*
샛,0,0,0,XPN,*,T,샛,*,*,*,*
생,0,0,0,XPN,*,T,생,*,*,*,*
선,0,0,0,XPN,*,T,선,*,*,*,*
성,0,0,0,XPN,*,T,성,*,*,*,*
소,0,0,0,XPN,*,F,소,*,*,*,*
신,0,0,0,XPN,*,T,신,*,*,*,*
실,0,0,0,XPN,*,T,실,*,*,*,*
쌩,0,0,0,XPN,*,T,쌩,*,*,*,*
악,0,0,0,XPN,*,T,악,*,*,*,*
양,0,0,0,XPN,*,T,양,*,*,*,*
여,0,0,0,XPN,*,F,여,*,*,*,*
역,0,0,0,XPN,*,T,역,*,*,*,*
연,0,0,0,XPN,*,T,연,*,*,*,*
온,0,0,0,XPN,*,T,온,*,*,*,*
왕,0,0,0,XPN,*,T,왕,*,*,*,*
원,0,0,0,XPN,*,T,원,*,*,*,*
유,0,0,0,XPN,*,F,유,*,*,*,*
잔,0,0,0,XPN,*,T,잔,*,*,*,*
잡,0,0,0,XPN,*,T,잡,*,*,*,*
재,0,0,0,XPN,*,F,재,*,*,*,*
저,0,0,0,XPN,*,F,저,*,*,*,*
정,0,0,0,XPN,*,T,정,*,*,*,*
제,0,0,0,XPN,*,F,제,*,*,*,*
조,0,0,0,XPN,*,F,조,*,*,*,*
주,0,0,0,XPN,*,F,주,*,*,*,*
준,0,0,0,XPN,*,T,준,*,*,*,*
중,0,0,0,XPN,*,T,중,*,*,*,*
진,0,0,0,XPN,*,T,진,*,*,*,*
짝,0,0,0,XPN,*,T,짝,*,*,*,*
차,0,0,0,XPN,*,F,차,*,*,*,*
참,0,0,0,XPN,*,T,참,*,*,*,*
첫,0,0,0,XPN,*,T,첫,*,*,*,*
초,0,0,0,XPN,*,F,초,*,*,*,*
총,0,0,0,XPN,*,T,총,*,*,*,*
최,0,0,0,XPN,*,F,최,*,*,*,*
친,0,0,0,XPN,*,T,친,*,*,*,*
캡,0,0,0,XPN,*,T,캡,*,*,*,*
타,0,0,0,XPN,*,F,타,*,*,*,*
탈,0,0,0,XPN,*,T,탈,*,*,*,*
통,0,0,0,XPN,*,T,통,*,*,*,*
폐,0,0,0,XPN,*,F,폐,*,*,*,*
풋,0,0,0,XPN,*,T,풋,*,*,*,*
피,0,0,0,XPN,*,F,피,*,*,*,*
하,0,0,0,XPN,*,F,하,*,*,*,*
한,0,0,0,XPN,*,T,한,*,*,*,*
헛,0,0,0,XPN,*,T,헛,*,*,*,*
헷,0,0,0,XPN,*,T,헷,*,*,*,*
홀,0,0,0,XPN,*,T,홀,*,*,*,*
